Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
0,000;1.15;78.69;-6.86;2.28;110.92;-7.24;3.43;142.54;-6.48;4.95;156.81;-5.49;-14.94;131.89;-5.83;-23.45;107.14;-5.86;-24.40;86.72;3.04;-24.31;78.76;6.22;20.66;129.62;-6.22;28.51;105.00;-9.44;29.50;84.94;-1.46;28.20;76.69;0.88;-6.27;79.05;-3.42;-9.70;43.42;-3.79;-9.80;8.33;-4.66;-6.31;0.00;1.24;8.22;78.48;-2.99;9.29;42.49;-2.77;8.10;7.85;-5.38;8.01;3.63;8.80
0,020;1.20;78.67;-6.90;2.36;110.91;-7.34;3.53;142.54;-6.64;5.08;156.80;-5.68;-14.78;131.88;-5.91;-23.25;107.19;-6.00;-24.32;86.75;2.98;-24.22;78.83;6.14;20.80;129.58;-6.35;28.57;104.96;-9.52;29.55;84.91;-1.46;28.26;76.67;0.78;-6.22;79.04;-3.46;-9.69;43.42;-3.79;-9.66;8.26;-4.68;-6.70;0.46;2.37;8.28;78.46;-3.04;9.35;42.50;-2.78;8.16;7.87;-5.40;8.08;3.66;8.78
0,049;1.27;78.66;-6.95;2.46;110.90;-7.46;3.64;142.53;-6.82;5.20;156.78;-5.88;-14.62;131.87;-5.99;-23.07;107.25;-6.14;-24.23;86.77;2.89;-24.16;78.86;6.04;20.94;129.55;-6.50;28.64;104.95;-9.66;29.59;84.94;-1.49;28.34;76.67;0.67;-6.16;79.03;-3.51;-9.67;43.43;-3.79;-9.52;8.22;-4.70;-7.04;0.95;3.48;8.34;78.44;-3.10;9.41;42.51;-2.80;8.21;7.91;-5.43;8.16;3.70;8.76
0,083;1.34;78.64;-7.02;2.55;110.89;-7.58;3.74;142.53;-7.01;5.30;156.77;-6.07;-14.46;131.86;-6.07;-22.91;107.29;-6.28;-24.13;86.82;2.73;-24.07;78.89;5.81;21.09;129.52;-6.69;28.72;104.94;-9.84;29.64;84.97;-1.56;28.47;76.66;0.55;-6.08;79.02;-3.57;-9.66;43.44;-3.79;-9.43;8.20;-4.72;-7.34;1.49;4.54;8.41;78.41;-3.17;9.48;42.53;-2.81;8.27;7.92;-5.45;8.25;3.72;8.73
0,118;1.41;78.63;-7.08;2.63;110.88;-7.70;3.81;142.53;-7.19;5.40;156.76;-6.27;-14.31;131.84;-6.16;-22.76;107.34;-6.43;-24.03;86.87;2.56;-24.00;78.92;5.55;21.25;129.50;-6.88;28.81;104.92;-10.04;29.79;84.98;-1.71;28.63;76.68;0.42;-6.01;79.01;-3.63;-9.64;43.44;-3.78;-9.35;8.17;-4.74;-7.65;2.02;5.61;8.49;78.39;-3.23;9.55;42.54;-2.84;8.33;7.93;-5.46;8.34;3.73;8.73
0,149;1.49;78.61;-7.14;2.70;110.88;-7.83;3.86;142.55;-7.39;5.48;156.75;-6.47;-14.16;131.84;-6.27;-22.63;107.36;-6.59;-23.92;86.91;2.38;-23.91;78.92;5.32;21.39;129.49;-7.08;28.90;104.91;-10.23;29.95;84.97;-1.88;28.80;76.61;0.19;-5.94;79.00;-3.69;-9.63;43.45;-3.78;-9.40;8.18;-4.73;-7.63;2.05;5.55;8.56;78.37;-3.31;9.62;42.54;-2.86;8.40;7.95;-5.47;8.44;3.75;8.72
0,182;1.56;78.59;-7.22;2.77;110.87;-7.96;3.91;142.57;-7.59;5.54;156.73;-6.66;-14.02;131.82;-6.39;-22.53;107.36;-6.76;-23.82;86.95;2.19;-23.83;78.95;5.08;21.52;129.48;-7.26;28.98;104.90;-10.40;30.12;84.97;-2.06;29.02;76.58;-0.03;-5.87;78.98;-3.75;-9.61;43.45;-3.79;-9.42;8.20;-4.71;-8.07;2.62;6.67;8.64;78.35;-3.38;9.70;42.54;-2.88;8.45;7.96;-5.48;8.51;3.76;8.71
0,218;1.64;78.56;-7.29;2.84;110.86;-8.09;3.95;142.58;-7.76;5.59;156.71;-6.83;-13.91;131.79;-6.50;-22.46;107.33;-6.92;-23.73;86.98;2.00;-23.79;78.99;4.79;21.62;129.47;-7.42;29.07;104.91;-10.55;30.32;84.96;-2.26;29.24;76.53;-0.18;-5.79;78.96;-3.83;-9.59;43.44;-3.79;-9.44;8.21;-4.69;-8.51;3.20;7.79;8.72;78.32;-3.47;9.78;42.53;-2.90;8.46;7.90;-5.49;8.54;3.71;8.71
0,251;1.72;78.54;-7.37;2.90;110.85;-8.20;4.00;142.59;-7.93;5.62;156.69;-6.98;-13.83;131.76;-6.61;-22.40;107.30;-7.10;-23.66;87.01;1.81;-23.77;79.01;4.50;21.71;129.46;-7.57;29.15;104.92;-10.68;30.52;84.95;-2.47;29.43;76.51;-0.34;-5.72;78.94;-3.90;-9.58;43.43;-3.80;-9.46;8.21;-4.67;-8.74;3.48;8.37;8.79;78.29;-3.54;9.86;42.51;-2.92;8.46;7.84;-5.49;8.55;3.65;8.71
0,284;1.79;78.51;-7.43;2.95;110.85;-8.30;4.04;142.61;-8.05;5.64;156.68;-7.11;-13.77;131.72;-6.70;-22.35;107.28;-7.26;-23.60;87.04;1.62;-23.77;79.05;4.25;21.79;129.45;-7.70;29.23;104.92;-10.78;30.72;84.92;-2.68;29.59;76.49;-0.45;-5.65;78.91;-3.97;-9.56;43.42;-3.80;-9.54;8.24;-4.64;-8.37;2.94;7.21;8.86;78.26;-3.60;9.93;42.49;-2.94;8.45;7.77;-5.50;8.55;3.59;8.71
